,Unnamed: 0,Unnamed: 0.1,label,text,target,indo_tweet,indo_target
2817,2817,2817,negative,"Countries &amp; communities cannot be defeated by radical mass organizations, after all this FPI track record of ISIS supporters must be disbanded!",ISIS,"Negara & masyarakat tdk boleh kalah dr ormas radikal, lagian FPI ini rekam jejaknya supporter ISIS hrsnya dibubarkan!",ISIS
2818,2818,2818,negative,Iraqi Tribunal for German Women&#39;s Laws ISIS Member http://waspada.co.id/warta/pengadilan-irak-hukum-mati-parempuan-jerman-anggota-isis/ http://pic.twitter.com/BPilb2UnYI,ISIS,Pengadilan Irak Hukum Mati Parempuan Jerman Anggota ISIS http://waspada.co.id/warta/pengadilan-irak-hukum-mati-parempuan-jerman-anggota-isis/  http://pic.twitter.com/BPilb2UnYI,ISIS
2819,2819,2819,negative,"May Allah destroy ISIS, Jews, Nashara, Shia, http://bit.ly/1n2fFOM",ISIS,"Semoga Alloh hancurkan ISIS , Yahudi, Nashara, Syiah,  http://bit.ly/1n2fFOM",ISIS
2820,2820,2820,negative,"Involved in ISIS, German Woman Sentenced to Death http://brt.st/5LMc",ISIS,"Terlibat ISIS , Wanita Jerman Dihukum Mati http://brt.st/5LMc",ISIS
2821,2821,2821,negative,"Involved in ISIS, German Woman Sentenced to Death http://brt.st/5LMb http://pic.twitter.com/zp3GYmMpQa",ISIS,"Terlibat ISIS , Wanita Jerman Dihukum Mati http://brt.st/5LMb http://pic.twitter.com/zp3GYmMpQa",ISIS
2822,2822,2822,negative,"Proven Involved in ISIS, German Woman Sentenced to Death in Iraq http://www.covesia.com/news/baca/46648/terbukti-terlibat-isis-perempuan-jerman-dihukum-mati-di-irak#.WmVwToC6FU4.twitter",ISIS,"Terbukti Terlibat ISIS , Perempuan Jerman Dihukum Mati di Irak http://www.covesia.com/news/baca/46648/terbukti-terlibat-isis-perempuan-jerman-dihukum-mati-di-irak#.WmVwToC6FU4.twitter",ISIS
2823,2823,2823,negative,Latent ISIS hazards etc. against ISLAM &amp; ISLAMIC GENERAL http://bit.ly/22UuBPR,ISIS,Bahaya Laten ISIS dll. terhadap ISLAM & UMAT ISLAM http://bit.ly/22UuBPR,ISIS
2824,2824,2824,neutral,if it is made by us but they have a goal that is equally awesome. why don&#39;t you just join?,isis,andai isis buatan as namun mereka memiliki tujuan yg sama ama khilfah. napa ngk gabung aja?,isis
2825,2825,2825,negative,"Chess is forbidden. Most of them only killed horses, kings, queens, pawns without any bloodshed. Bloodthirsty ISIS is supported.",ISIS,"Catur di haramkan. Pdahal cuma bunuh kuda, raja, ratu, pion tanpa ada pertumpahan darah. ISIS yg haus darah malah didukung.",ISIS
2826,2826,2826,neutral,DTube - Canadian Defense Minister Harjit Sajjan CONFRONTED On Supporting Saudi Arabia &amp; ISIS Steemit https://steemit.com/politics/@josh sigurdson / 6qz2k4dw,ISIS,DTube - Canadian Defence Minister Harjit Sajjan CONFRONTED On Supporting Saudi Arabia & ISIS  Steemit https://steemit.com/politics/@josh sigurdson/6qz2k4dw,ISIS
2827,2827,2827,neutral,Sya isis made by as.,isis,Setau sya isis buatan as.,isis
2828,2828,2828,negative,"THIS PEOPLE ALIAS MY CENTER, ZULKARNAEN, DOES NOT WORTH SITTING IN MUI, THEIR PEOPLE ARE LIVING IN IRAQ, IT&#39;S JOINED WITH ISIS, THOUGHTS ARE DIRTY ... DIRTY BRAIN",ISIS,ORANG INI ALIAS TENGKU ZULKARNAEN INI TIDAK LAYAK DUDUK DI MUI BAGUSNYA ORANG INI HIDUP DI IRAK SAJA GABUNG DENGAN ISIS PIKIRANYA KOTOR.. OTAK KOTOR,ISIS
2829,2829,2829,negative,German woman ISIS member sentenced to death in Iraq http://dlvr.it/QCC3l1 http://pic.twitter.com/156teLDopR,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak http://dlvr.it/QCC3l1 http://pic.twitter.com/156teLDopR,ISIS
2830,2830,2830,negative,German ISIS combatant sentenced to death in Iraq http://bit.ly/2DVCeyI http://pic.twitter.com/UQzfmDQo9o,ISIS,Petempur Wanita ISIS Asal Jerman Dihukum Mati di Irak http://bit.ly/2DVCeyI http://pic.twitter.com/UQzfmDQo9o,ISIS
2831,2831,2831,negative,German ISIS Women Fighters Sentenced to Death in Iraq http://dlvr.it/QCC3Dv,ISIS,Petempur Wanita ISIS Asal Jerman Dihukum Mati di Irak http://dlvr.it/QCC3Dv,ISIS
2832,2832,2832,negative,German Woman ISIS Member Sentenced to Death https://goo.gl/fb/mr3ahs,ISIS,Perempuan Jerman Anggota ISIS Dihukum Mati https://goo.gl/fb/mr3ahs,ISIS
2833,2833,2833,neutral,"At that time there was a &quot;first class&quot; movement in their actions in Indonesia, with 2 ISIS leaders in the Uyghurs being wiped out with no trace. https://m.detik.com/news/berita/d-3380077/polri-taskan-status-siaga-satu-untuk-pengamanan-natal",ISIS,"Saat itu ada pergerakan ""kelas wahid"" dlm aksi mereka di RI, stlh 2 leader ISIS di Uyghurs di sapu bersih tanpa bekas. https://m.detik.com/news/berita/d-3380077/polri-tetapkan-status-siaga-satu-untuk-pengamanan-natal",ISIS
2834,2834,2834,negative,German Woman ISIS Member Sentenced to Death in Iraq http://detik.id/6BjUm6 http://pic.twitter.com/WwExnV1BUN,ISIS,Perempuan Jerman Anggota ISIS Dihukum Mati di Irak http://detik.id/6BjUm6 http://pic.twitter.com/WwExnV1BUN,ISIS
2835,2835,2835,negative,@info - German Woman ISIS Member Sentenced to Death in Iraq,ISIS,@info - Perempuan Jerman Anggota ISIS Dihukum Mati di Irak,ISIS
2836,2836,2836,negative,Just a BEGO org that says Islam. Or maybe he is a friend next time,isis,Cuma org BEGO yg bilang isis islam. Atau mungkin dia temen nya kali,isis
2837,2837,2837,negative,Iraqi law dead German woman ISIS member https://goo.gl/fb/Qgi7pP,ISIS,Irak hukum mati perempuan Jerman anggota ISIS https://goo.gl/fb/Qgi7pP,ISIS
2838,2838,2838,negative,Iraqi law dead German woman member of ISIS http://blog.sekseeh.com/tit/irak-hukum-mati-perempuan-jerman-anggota-isis/,ISIS,Irak hukum mati perempuan Jerman anggota ISIS http://blog.sekseeh.com/berita/irak-hukum-mati-perempuan-jerman-anggota-isis/ ,ISIS
2839,2839,2839,negative,German woman ISIS member sentenced to death in Iraq https://goo.gl/fb/6yRQGS,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak https://goo.gl/fb/6yRQGS,ISIS
2840,2840,2840,negative,BBCIndonesia German woman ISIS member sentenced to death in Iraq https://goo.gl/fb/QCzRKa,ISIS,BBCIndonesia Perempuan Jerman anggota ISIS dihukum mati di Irak https://goo.gl/fb/QCzRKa,ISIS
2841,2841,2841,negative,German woman ISIS member sentenced to death in Iraq http://goo.gl/FrHTGV,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak http://goo.gl/FrHTGV,ISIS
2842,2842,2842,negative,"Haha, Sadiq Khan IS ISIS",ISIS,"Haha, Sadiq Khan IS ISIS",ISIS
2843,2843,2843,negative,German woman ISIS member sentenced to death in Iraq: Court in Iraq imposes #Beritadunia #BBC death sentence,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak: Pengadilan di Irak menjatuhkan hukuman mati #Beritadunia #BBC,ISIS
2844,2844,2844,negative,ISIS German women sentenced to death in Iraq http://blog.sekseeh.com/berita/perempuan-jerman-anggota-isis-dihukum-mati-di-irak/,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak http://blog.sekseeh.com/berita/perempuan-jerman-anggota-isis-dihukum-mati-di-irak/ ,ISIS
2845,2845,2845,negative,German women ISIS members sentenced to death in Iraq: Court in Iraq imposes a German woman convicted of being a member of ISIS after being arrested in Mosul last year. http://dlvr.it/QCBny5,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak: Pengadilan di Irak menjatuhkan hukuman mati atas seorang perempuan Jerman yang dinyatakan bersalah menjadi anggota ISIS setelah ditangkap di Mosul tahun lalu. http://dlvr.it/QCBny5,ISIS
2846,2846,2846,negative,German women ISIS members sentenced to death in Iraq: Court in Iraq imposes a German woman convicted of being a member of ISIS after being arrested in Mosul last year. http://dlvr.it/QCBny5,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak: Pengadilan di Irak menjatuhkan hukuman mati atas seorang perempuan Jerman yang dinyatakan bersalah menjadi anggota ISIS setelah ditangkap di Mosul tahun lalu. http://dlvr.it/QCBny5,ISIS
2847,2847,2847,negative,German woman ISIS member sentenced to death in Iraq http://dlvr.it/QCBnxN,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak http://dlvr.it/QCBnxN,ISIS
2848,2848,2848,negative,"It&#39;s also called a radicalist, if it really happened to be Indonesian, it would be killed and slashed in the people who were anti-them. Yes, like what ISIS did in Iraq, Syria. So, before the incident, I had to be in Tangkepin, I&#39;m afraid of this. The NSA Kyk is America!",ISIS,"Namanya juga radikalis, klo udah bener2 kejadian jadi Indonistan, bakal di bunuh2 dan di tebas in orang2 yang anti mereka. Ya seperti yg dilakukan ISIS di Irak Suriah. Makanya sebelum kejadian ya harus di tangkepin org2 kek gini. Kyk NSA nya Amrik!",ISIS
2849,2849,2849,negative,Kurds were the first victims of Syria&#39;s civil war and victims of ISIS brutality. The YPG / YPJ militia played an important role in fighting and defeating ISIS. Now Turkey and its jihadist militias are fulfilling. Sad.,ISIS,Orang2 Kurdi adalah korban pertama perang saudara Syria dan korban kebrutalan ISIS . Milisi YPG/YPJ memegang peranan penting dalam melawan dan mengalahkan ISIS . Sekarang Turki dan milisi jihadnya menggenapkan. Sad.,ISIS
2850,2850,2850,negative,Kurds were the first victims of Syria&#39;s civil war and victims of ISIS brutality. The YPG / YPJ militia played an important role in fighting and defeating ISIS. Now Turkey and its jihadist militias are fulfilling. Sad.,ISIS,Orang2 Kurdi adalah korban pertama perang saudara Syria dan korban kebrutalan ISIS . Milisi YPG/YPJ memegang peranan penting dalam melawan dan mengalahkan ISIS . Sekarang Turki dan milisi jihadnya menggenapkan. Sad.,ISIS
2851,2851,2851,neutral,"Inteligent Report, ISIS Has Grown in Poso http://bit.ly/2j5hgXT",ISIS,"Laporan Intelinjen, ISIS Sudah Berkembang Di Poso http://bit.ly/2j5hgXT",ISIS
2852,2852,2852,negative,German woman ISIS member sentenced to death in Iraq http://dlvr.it/QCBknw,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak http://dlvr.it/QCBknw,ISIS
2853,2853,2853,negative,German women ISIS members sentenced to death in Iraq: Court in Iraq imposes a German woman convicted of being a member of ISIS after being arrested in Mosul last year. http://dlvr.it/QCBkmf | #infoRI,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak: Pengadilan di Irak menjatuhkan hukuman mati atas seorang perempuan Jerman yang dinyatakan bersalah menjadi anggota ISIS setelah ditangkap di Mosul tahun lalu. http://dlvr.it/QCBkmf | #infoRI,ISIS
2854,2854,2854,negative,German women ISIS members sentenced to death in Iraq: Court in Iraq imposes a German woman convicted of being a member of ISIS after being arrested in Mosul last year. http://dlvr.it/QCBkmf | #infoRI,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak: Pengadilan di Irak menjatuhkan hukuman mati atas seorang perempuan Jerman yang dinyatakan bersalah menjadi anggota ISIS setelah ditangkap di Mosul tahun lalu. http://dlvr.it/QCBkmf | #infoRI,ISIS
2855,2855,2855,negative,German woman ISIS member sentenced to death in Iraq http://bbc.in/2Bj4MPN http://pic.twitter.com/XRT3HxaoOa,ISIS,Perempuan Jerman anggota ISIS dihukum mati di Irak http://bbc.in/2Bj4MPN http://pic.twitter.com/XRT3HxaoOa,ISIS
2856,2856,2856,negative,"Bener, Putin understands who is behind the Wahhabi terrorists Isis, Al Qaeda, Al Nusra etc., who are happy with the mutilation of that person, namely US Deepstate Pro Zionist who also wants destabilization of Russia",isis,"Bener, Putin faham siapa dibalik gerombolan wahhabi terrorists isis , al qaeda, al nusra dll, yg seneng mutilasi orang itu, yaitu US deepstate pro zionist yg jga ingin destabilisasi Russia",isis
2857,2857,2857,negative,"Yes, those who pretend to be religious. Sacred robots. If there are LGBT people in this world ... what do you want them to do? Is the handling done like that ??? Is it thrown from a high-rise building? Doesn&#39;t pretend to be holy. they agree that LGBT.tp countries must protect every citizen ...",isis,Iya tuh mereka yg sok agamis.sok suci.kalau mmg di dunia ini mmg ada LGBT...kalian mau apakan mereka?apa penanganannya hrs spt isis ???lgs dilempar dr gedung tinggi?jgn sok suci.bagi yg bela LGBT bkn berarti mereka setuju LGBT.tp negara hrs melindungi setiap warga negaranya...,isis
2858,2858,2858,negative,"#SelamatPagiJogja ll http://Kompas.com; Join ISIS, German Women Sentenced to Death Penalty in Iraqi Courts",ISIS,"#SelamatPagiJogja ll http://Kompas.com ; Gabung ISIS , Perempuan Jerman Dijatuhi Hukuman Mati Pengadilan Irak",ISIS
2859,2859,2859,negative,"Throughout 2017, there were 20 Afghan journalists killed by ISIS and the Taliban http://kom.ps/AFyN4L",ISIS,"Sepanjang 2017, Ada 20 Jurnalis Afghanistan Dibunuh ISIS dan Taliban http://kom.ps/AFyN4L",ISIS
2860,2860,2860,negative,Linda Wenzel from Germany (16) has been sentenced to death by an Iraqi court. He is the wife of an ISIS fighter &amp; was captured by Iraqi forces in July 2017 http://pic.twitter.com/fcNm1rsizY,ISIS,Linda Wenzel dari Jerman (16) telah dijatuhi hukuman mati oleh pengadilan Irak. Dia adalah istri seorang pejuang ISIS & ditangkap oleh pasukan Irak pada bulan Juli 2017 http://pic.twitter.com/fcNm1rsizY,ISIS
2861,2861,2861,neutral,HTI is the forerunner ...,isis,HTI itu cikal bakal isis ..,isis
2862,2862,2862,negative,"Huhhh ... Extraordinary Tengil the Rancid Murderer, Showing off ISIS Rich Weapons?",ISIS,"Huhhh..Luar Biasa Tengilnya si Pembunuh Tengik ini,Pamer Senjata Kaya ISIS ?",ISIS
2863,2863,2863,negative,HAZARDS OF ISIS &amp; SYIAH RADICALISM http://bit.ly/1LwmfVQ,ISIS,BAHAYA RADIKALISME ISIS & SYIAH http://bit.ly/1LwmfVQ,ISIS
2864,2864,2864,neutral,"Attractive friendship between a terkanal artist and a member of the Philippine special forces sent to Marawi. As a result, a minidocumenter film by an army man about the war against ISIS in Marawi. https://twitter.com/ZamYusa/status/954886529129725953",ISIS,"Persahabatan yg menarik antara seorang artis terkanal dan anggota pasukan khusus Filipina yg dikirim ke Marawi. Hasilnya, satu film minidokumenter karya pak tentara ttg perang melawan ISIS di Marawi. https://twitter.com/ZamYusa/status/954886529129725953",ISIS
2865,2865,2865,neutral,"There are many who hate this beard, but in fact daddy beard is the one who fights against ISIS scoundrels out there.",ISIS,"Banyak yg benci papa beard ini, tp nyatanya papa beard lah yg getol melawan begundal begundal ISIS diluar sana.",ISIS
2866,2866,2866,neutral,Broke of Al-Qaeda Shareholders Abu Bakr Al Baghdadi Established ISIL / ISIS And America appeared https://twitter.com/corbettreportstatus/502831403839393793?ref_src=twcamp%5Eshare%7Ctwsrc%5Em5%7Ctwgr%5Eemail%7Ctwcon%5E7046%7Ctwterm%5Ctwterm%5E1,ISIS,Pecah Kongsi Dari Al-Qaeda Abu Bakr Al Baghdadi Mendirikan ISIL/ ISIS Dan Bohirnya Amerika https://twitter.com/corbettreportstatus/502831403839393793?ref_src=twcamp%5Eshare%7Ctwsrc%5Em5%7Ctwgr%5Eemail%7Ctwcon%5E7046%7Ctwterm%5E1,ISIS
2867,2867,2867,neutral,"Classic, from the Islamic state and immigrants in the chapel country. Interested in defending religion, defending God, joining ISIS, ISIS male marriage, being arrested in an Islamic country, sentenced to death. https://twitter.com/borealissaves/status/955130233476272128",ISIS,"Klasik, dari negara islam jd imigran di negara kapir. Tertarik membela agama, membela tuhan, gabung ISIS , kawini pria ISIS , ketangkap di negara islam, dihukum mati. https://twitter.com/borealissaves/status/955130233476272128",ISIS
2868,2868,2868,neutral,"Classic, from the Islamic state and immigrants in the chapel country. Interested in defending religion, defending God, joining ISIS, ISIS male marriage, being arrested in an Islamic country, sentenced to death. https://twitter.com/borealissaves/status/955130233476272128",ISIS,"Klasik, dari negara islam jd imigran di negara kapir. Tertarik membela agama, membela tuhan, gabung ISIS , kawini pria ISIS , ketangkap di negara islam, dihukum mati. https://twitter.com/borealissaves/status/955130233476272128",ISIS
2869,2869,2869,negative,"As soon as I realized his son was selling well, because the goods were put on the table. Beware of Neo ORBA, HTI, ISIS and PKI.",ISIS,"Sebeye sadar anaknya kaga laku dijual, karena barang mateng diperem. Waspada Neo ORBA, HTI, ISIS dan PKI.",ISIS
2870,2870,2870,negative,"Join ISIS, German Women Threatened to be Sentenced to Death in Iraq https://fb.me/af5JnLlKs",ISIS,"Gabung ISIS , Wanita Jerman Terancam Dihukum Mati di Irak https://fb.me/af5JnLlKs",ISIS
2871,2871,2871,negative,"Join ISIS, German Women Threatened to be Sentenced to Death in Iraq http://dlvr.it/QCBMB4 http://pic.twitter.com/NyM3ijVg4s",ISIS,"Gabung ISIS , Wanita Jerman Terancam Dihukum Mati di Irak http://dlvr.it/QCBMB4 http://pic.twitter.com/NyM3ijVg4s",ISIS
2872,2872,2872,negative,"Right guys, this ISIS Uighur militant is very worrying! A few months ago, @jiiviiew discussed the form in TK as well as the data on the database. Maybe sis still keeps the link.",ISIS,"Benar kawan, Militan ISIS Uighur ini sangat dikhawatirkan! Beberapa bulan yang lalu pernah @jiiviiew Mendiskusikan bersm di TK sekaligus data kumplit. Mungkin sis masih menyimpan linknya.",ISIS
2873,2873,2873,neutral,Is it really love to share shares here? You only need to go to Afghanistan to help Bokoharam or help with the change from the one that is already boiled shrimp. The cost problem is easy for me to buy a ticket,isis,Emang hti kasih saham brapa disini? Mendingan anda ke afganistan aja tuh bantuin bokoharam atau bantuin isis disuriah gantiin bahrul naim yg udah jd udang rebus. Masalah biaya gampang saya belikan tiket,isis
2874,2874,2874,neutral,"why are women sentenced to death, while he is not participating in the war ??? is it because he is fighting for khilafah?",isis,"kenapa wanita dihukum mati,sementara beliau tidak ikut perang???apakah karena isis memperjuangkan khilafah?",isis
2875,2875,2875,negative,Iraq Laws Death of German Woman for Joining ISIS http://rol.co.id/r/p2xl7u359,ISIS,Irak Hukum Mati Wanita Jerman karena Bergabung dengan ISIS http://rol.co.id/r/p2xl7u359,ISIS
2876,2876,2876,negative,REJECT THE EXISTENCE OF ISIS !!!!,ISIS,MENOLAK KEBERADAAN ISIS !!!!,ISIS
2877,2877,2877,positive,that has to upset al Qaeda and ISIS,ISIS,that has to upset alqaeda and ISIS,ISIS
2878,2878,2878,positive,Unfortunately there are some people who are actually proud of the issue clearly,isis,Sayangnya ada beberapa orang yg malah bangga dengan isis secara terang2an,isis
2879,2879,2879,neutral,ISIS to? https://twitter.com/nigeriantribune/status/955185558841692160,ISIS,ISIS ke? https://twitter.com/nigeriantribune/status/955185558841692160,ISIS
2880,2880,2880,neutral,KAHN IS ISIS ...,ISIS,KAHN IS ISIS ...,ISIS
2881,2881,2881,neutral,@ Umnia77 @conan_idn @NetizenTofa @vierda is this really an wahyudi or american agent? Please enlighten https://twitter.com/oryxspioenkop/status/955126529826095104,isis,@Umnia77 @conan_idn @NetizenTofa @vierda apa benar isis ini agen wahyudi atau amerika? Mohon pencerahan https://twitter.com/oryxspioenkop/status/955126529826095104,isis
2882,2882,2882,neutral,"Daesh is still on Afrin, Gus? Punten. https://twitter.com/anadoluagency/status/954995638197944321",Daesh,"Daesh masih ada di Afrin, Gus? Punten. https://twitter.com/anadoluagency/status/954995638197944321",Daesh
2883,2883,2883,neutral,"Clashed with Iraqi Forces, A Daesh Leader Killed. http://parstoday.com/id/news/middle _east-i50159 http://parstoday.com/id/news/middle_east-i50159-bentrok_dengan_pasukan_irak_seorang_pemimpin_daesh_tewas",Daesh,"Bentrok dengan Pasukan Irak, Seorang Pemimpin Daesh Tewas. http://parstoday.com/id/news/middle _east-i50159  http://parstoday.com/id/news/middle_east-i50159-bentrok_dengan_pasukan_irak_seorang_pemimpin_daesh_tewas",Daesh
2884,2884,2884,neutral,SDG / YPG made dirty deals with Daesh http://www.bbc.co.uk/news/resources/idt-sh/raqqas_dirty_secret,Daesh,SDG/YPG made dirty deals with Daesh http://www.bbc.co.uk/news/resources/idt-sh/raqqas_dirty_secret ,Daesh
2885,2885,2885,neutral,"Clash with Iraqi Forces, A Daesh Leader Killed http://parstoday.com/id/news/middle_east-i50159",Daesh,"Bentrok dengan Pasukan Irak, Seorang Pemimpin Daesh Tewas http://parstoday.com/id/news/middle_east-i50159",Daesh
2886,2886,2886,neutral,The disclosure of the income of the IED bomb belonging to Daesh kat TV3 is scary.,Daesh,Pbongkaran penghasilan bom IED kepunyaan Daesh kat TV3 ni menakutkan jgk.,Daesh
2887,2887,2887,negative,"Klp, Raqqa is ok, just assume that YPG&#39;s revenge on Kobane was surrounded by Daesh. This YPG / SDF instead joined the US in the Deir Ezzor movement.",Daesh,"kl smp Raqqa msh ok,anggap aja menuhin dendam YPG wkt Kobane dikepung Daesh .tp ini YPG/SDF malah ikut AS gerak k Deir Ezzor.",Daesh
2888,2888,2888,positive,"The meaning may be State of Isis, State of Daesh, State of Hezbollah, State of Hamas, regardless of the de facto &amp; de jure principle.",Daesh,"Arti nya boleh dong berdiri State of Isis, State of Daesh , State of Hizbullah, State of Hamas dengan mengabaikan prinsip de facto & de jure.",Daesh
2889,2889,2889,neutral,Regime akhondi Iran = Daesh = Taliban.,Daesh,Regime akhondi Iran = Daesh =Taliban.,Daesh
2890,2890,2890,neutral,How organized TTP is. DAESH Alqaeda r same TTP KHAWARIJ supported by CIA RAW. @OfficialDGISPR @_GhulamMustafa_ @GenRtdTariqKhan @pid_gov http://pic.twitter.com/QtMCLeBgBY,DAESH,How organized TTP is . DAESH TTP Alqaeda r same KHAWARIJ supported by CIA RAW. @OfficialDGISPR @_GhulamMustafa_ @GenRtdTariqKhan @pid_gov http://pic.twitter.com/QtMCLeBgBY,DAESH
2891,2891,2891,neutral,"Please note that malignancy in Malaysia must be continued throughout the country in May, this time after my previous tips made the arrest of all of the Daesh, is, abu abu, tamil nado etc.",daesh,"Risikan kes2 pertubuhan keganasan diMalaysia wajib diteruskan diseluruh negeri2 diMalaysiakini setelah tips2 saya yg terdahulu membuat penangkapan keseluruhan pengganas daesh ,is,abu sayaf,tamil nado dll.Olehkerana pengganas2 import pastinya diimport oleh politik2 komunis kini..",daesh
2892,2892,2892,neutral,"Watch the highlights and analysis of the DAESH Militant Group&#39;s threats in this country January 19 and 20 2018, Bulletin ... https://fb.me/16e825MaO",DAESH,"Saksikan kupasan dan analisis Khas Ancaman Golongan Militan DAESH di negara ini 19 dan 20 Januari 2018, Buletin... https://fb.me/16e825MaO",DAESH
2893,2893,2893,neutral,"Watch the highlights and analysis of the DAESH Militant Group&#39;s threats in this country 19 and 20 January 2018, Bulletin ... https://fb.me/1tn2sYozr",DAESH,"Saksikan kupasan dan analisis Khas Ancaman Golongan Militan DAESH di negara ini 19 dan 20 Januari 2018, Buletin... https://fb.me/1tn2sYozr",DAESH
2894,2894,2894,negative,PDRMsia RT: MAIN BULETIN TV3: IED MILITAN DAESH THREAT TO THE PEOPLE OF MALAYSIA Jom witnessed an exclusive exposure of ... https://fb.me/PkT1i0ZE,DAESH,RT PDRMsia: BULETIN UTAMA TV3: ANCAMAN IED MILITAN DAESH KEPADA RAKYAT MALAYSIA Jom saksikan pendedahan eksklusif mengenai... https://fb.me/PkT1i0ZE,DAESH
2895,2895,2895,negative,RT PDRMsia &quot;BULETIN UTAMA TV3: IED MILITAN DAESH THREAT TO THE MALAYSIA PEOPLE I witnessed an exclusive exposure about ... https://fb.me/PkT1i0ZE&quot;,DAESH,"RT PDRMsia ""BULETIN UTAMA TV3: ANCAMAN IED MILITAN DAESH KEPADA RAKYAT MALAYSIA Jom saksikan pendedahan eksklusif mengenai... https://fb.me/PkT1i0ZE """,DAESH
2896,2896,2896,negative,MAIN BULETIN TV3: IED MILITAN DAESH THREAT TO THE MALAYSIA PEOPLE I witnessed an exclusive exposure about ... https://fb.me/PkT1i0ZE,DAESH,BULETIN UTAMA TV3: ANCAMAN IED MILITAN DAESH KEPADA RAKYAT MALAYSIA Jom saksikan pendedahan eksklusif mengenai... https://fb.me/PkT1i0ZE,DAESH
2897,2897,2897,positive,"Wow, kind of Daesh, he is ready to make bombs, https://twitter.com/bernamadotcom/status/953904922172440576",daesh,Wow macam daesh la kelantan ni siap pandai buat bom https://twitter.com/bernamadotcom/status/953904922172440576,daesh
2898,2898,2898,neutral,"Il #Pentagono ingaggia oltre 10,000 ex jihadisti in Daesh https://overthedoors.it/rete-voltaire/il-pentagono-ingaggia-oltre-10-000-ex-jihadisti-di-daesh/?utm_source=ReviveOldPost&amp;utm_medium=social&amp;utm_campaign=ReviveOldPost",Daesh,Il #Pentagono ingaggia oltre 10.000 ex jihadisti di Daesh https://overthedoors.it/rete-voltaire/il-pentagono-ingaggia-oltre-10-000-ex-jihadisti-di-daesh/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost,Daesh
2899,2899,2899,neutral,ok daesh https://twitter.com/1teh12g/status/954087283841478658,daesh,ok daesh https://twitter.com/1teh12g/status/954087283841478658,daesh
2900,2900,2900,positive,"Yak ... my experience is the opposite ... if it&#39;s not because of your family, and a little desire to find a different perspective on the other side, maybe I still become bigot really, fanboy alqaeda, daesh, and others ... https: // twitter.com/saltedveg / status / 953655580358410241",daesh,"Yak.. pengalaman gw sih kebalikannya.. kalo bukan karena nyokap, keluarga, dan sedikit keinginan untuk mencari tau perspektif berbeda di seberang sana, mungkin gw masih jadi bigot tulen, fanboy alqaeda, daesh , dan sebangsanya.. https://twitter.com/saltedveg/status/953655580358410241",daesh
2901,2901,2901,neutral,"This bad perception of Muslims in Europe has generally been contagious since 9/11 and Daesh&#39;s resurrection. If you pay attention, all of them are centered in the Middle East.",Daesh,"Persepsi buruk terhadap umat Islam di Eropah ni secara umumnya menular sejak 9/11 dan kebangkitan Daesh . Kalau korang perhati, semua ni berpusat dari Timur Tengah.",Daesh
2902,2902,2902,neutral,Aur SSP Rao Anwar Daesh ka commander hi #Karachi ka. #StandWithNaqeeb http://pic.twitter.com/GDOW4w4M1C,Daesh,Aur SSP Rao Anwar Daesh ka commander hai #Karachi ka. #StandWithNaqeeb http://pic.twitter.com/GDOW4w4M1C,Daesh
2903,2903,2903,negative,"Watch the highlights and analysis of the DAESH Militant Group&#39;s threats in this country January 19 and 20 2018, Bulletin ... https://fb.me/2xHlWBRtG",DAESH,"Saksikan kupasan dan analisis Khas Ancaman Golongan Militan DAESH di negara ini 19 dan 20 Januari 2018, Buletin... https://fb.me/2xHlWBRtG",DAESH
2904,2904,2904,neutral,Dikait Pakistani Man With Daesh Ever To Malaysia http://dlvr.it/QBhlQ4 http://pic.twitter.com/otT3NGPRga,Daesh,Lelaki Pakistan Dikait Dengan Daesh Pernah Ke Malaysia http://dlvr.it/QBhlQ4 http://pic.twitter.com/otT3NGPRga,Daesh
2905,2905,2905,neutral,Pakistani men associated with Daesh are believed to have been to Malaysia http://bit.ly/2BaRapy,Daesh,Lelaki Pakistan dikaitkan dengan Daesh dipercayai pernah ke Malaysia http://bit.ly/2BaRapy,Daesh
2906,2906,2906,positive,"Qatar supports al Qaeda, Daesh, Hamas, Hezbollah.",Daesh,"Qatar support al Qaeda, Daesh , Hamas, Hezbollah.",Daesh
2907,2907,2907,negative,JOM WATCH THE DAESH DANGER https://fb.me/1CJcrj87m,DAESH,JOM TONTON BAHAYA DAESH https://fb.me/1CJcrj87m,DAESH
2908,2908,2908,negative,Don&#39;t take light of Daesh&#39;s threat because he is indeed right https://fb.me/9i0g9dbbY,Daesh,Jangan pandang ringan ancaman Daesh kerana ia memang benar https://fb.me/9i0g9dbbY,Daesh
