text,target,label,start,end
Up to 72 % Off at Experience Limits http://t.co/TDbBYyRf,Experience Limits,neutral,6,8
Smithsonian Institution Announces New Jewelry Line with QVC http://www.artdaily.com/index.asp?int_sec=2&int_new=37341,Smithsonian Institution,neutral,0,2
Smithsonian Institution Announces New Jewelry Line with QVC http://www.artdaily.com/index.asp?int_sec=2&int_new=37341,QVC,neutral,7,8
Is the Occupy Wall Street Movement the Beginning of a Worldwide Civil Uprising ? http://t.co/aX5mnMqY,Occupy Wall Street Movement,neutral,2,6
"""Are you there , Gin ? It's me , Fiorella"" @fiorellazp",Gin,neutral,4,5
"""Are you there , Gin ? It's me , Fiorella"" @fiorellazp","Fiorella""",neutral,9,10
via @TheOnion - Prince William Divorces Kate Middleton After 5 Weeks http://t.co/oNJCqJu,Prince William,neutral,3,5
via @TheOnion - Prince William Divorces Kate Middleton After 5 Weeks http://t.co/oNJCqJu,Kate Middleton,neutral,6,8
J . W . Schopf~ For four-fifths of our history our planet was populated by pond scum .,J . W . Schopf~,neutral,0,5
'Johannes Kepler' space freighter ready for launch . Read more - http://bbc.in/hxe1Id,'Johannes Kepler',neutral,0,2
"Google+ Pages Now Open For Businesses , Brands , Places & More http://t.co/tCcK077u",Google+,neutral,0,1
Kwaa RT @mojaklehoko : RT @standupglenbo : News24 : 18 Schools get 0 % pass rate Person's comment : Which r doz skul .... well yours I think .,News24,neutral,7,8
Only Italy : How Teenagers Learned To Hate Joseph Kony : The social media campaign by Invisible Children has drawn ... http://t.co/wVj56P7o,Joseph Kony,negative,8,10
Change Facebook password immediately because you're logged into your email account on this browser . nice :D #ux http://t.co/vMCH9rdR,Facebook,neutral,1,2
@aplusk Breaking a near year-long twitter hiatus ( grad school ) to sign on and tell you how utterly disappointed I am . Kids come first .,twitter,negative,5,6
Kakadu's local 'newspaper' The West Arnhem WIRE is out now ! http://t.co/MA2VAs2r #kakadu,The West Arnhem WIRE,positive,3,7
"with their bodies . In a statement , the tribes arrived NewsYemen said the Guard forces committed a heinous crime is one of war crimes and",NewsYemen,neutral,11,12
"with their bodies . In a statement , the tribes arrived NewsYemen said the Guard forces committed a heinous crime is one of war crimes and",the Guard,negative,13,15
New post : Mass Beacon Portal Quiz http://tinyurl.com/39xyq7u,Mass Beacon,neutral,3,5
Flickr without a proxy in the uae now,Flickr,neutral,0,1
& # 9829 ; When The Feeling's in the Core by Tame Impala # lastfm : http://t.co/T60Me7jD,Tame Impala,neutral,11,13
I posted a new photo to Facebook http://t.co/C7WHWk63,Facebook,neutral,6,7
#Africa Tuareg Rockers Tinariwen Set for 2010 U.S . Summer Tour ... http://tinyurl.com/24toaml,Tuareg Rockers,neutral,1,3
#Africa Tuareg Rockers Tinariwen Set for 2010 U.S . Summer Tour ... http://tinyurl.com/24toaml,Tinariwen,neutral,3,4
"Spend $ 25k to buy ugly rocker JFK sat in night B4 he died http://t.co/VdyScUNS, or $ 329 for the style he actually owned http://t.co/2opj9eMi",JFK,neutral,7,8
yeah ! Tomorrow is @justinbieber birthday .,@justinbieber,positive,4,5
Mockton proposes mining industry news ventures in Australia : http://t.co/s8e34tDt,Mockton,neutral,0,1
shoiab returns with yet another controversy .,shoiab,neutral,0,1
"Youths shape the future of online TV , movies , music : By Martha Irvine AP Not wanting to mar his law school recor ... http://t.co/1R4B5D9k",Martha Irvine,neutral,13,15
"Youths shape the future of online TV , movies , music : By Martha Irvine AP Not wanting to mar his law school recor ... http://t.co/1R4B5D9k",AP,neutral,15,16
US defense secretary Panetta says US will take military action to prevent Iran from acquiring nuclear weapons ... http://t.co/8JQVf0bm #News,Panetta,neutral,3,4
US defense secretary Panetta says US will take military action to prevent Iran from acquiring nuclear weapons ... http://t.co/8JQVf0bm #News,US,neutral,5,6
""" @ AYOTWICE : Ohk lemme help pastor chris masturbation is not a sin but lust is a sin .... do the math."" *yimu*",chris,negative,8,9
"@iansomerhalder Ian , How do you feeling now ?",Ian,positive,1,2
@RUIENMON wah thanks LOL . yes I want recover then spam toiletbowl at school =P,@RUIENMON,positive,0,1
@ClaudeKelly Bought twice today . One physical copy and another on Itunes ! my favorite song is # Vanity . But I love them all !,@ClaudeKelly,positive,0,1
Sangria in a Midwestern Mexican restaurant on the upper west side with Daniella shoshan and Gina Marie .,Daniella shoshan,neutral,12,14
Sangria in a Midwestern Mexican restaurant on the upper west side with Daniella shoshan and Gina Marie .,Gina Marie,neutral,15,17
"Poland , Czech Republic , Greece and Russia ... sounds good to me",Czech Republic,positive,2,4
"Poland , Czech Republic , Greece and Russia ... sounds good to me",Greece,positive,5,6
I liked a @YouTube video http://t.co/jbMuZ0mY Riverside - Forgotten Land ( edit ) [ New Song ],Riverside,positive,6,7
"Press Release Distribution Service , EmailWire , Adds Apple Related Products and Services Category for Press Release ...",Apple,neutral,8,9
Are Indian art forms sacrificed at the altar of globalisation ? Does it matter @smudgal http://t.co/W69Prwnf@the_hindu,Indian,neutral,1,2
Are Indian art forms sacrificed at the altar of globalisation ? Does it matter @smudgal http://t.co/W69Prwnf@the_hindu,@smudgal,neutral,14,15
#Cash NimbleCommerce Revamps Daily Deals For MediaNews Grou p: Startup NimbleCommerce wants to become the daily d ... http://t.co/XMIGIN5j,NimbleCommerce,positive,1,2
#Cash NimbleCommerce Revamps Daily Deals For MediaNews Grou p: Startup NimbleCommerce wants to become the daily d ... http://t.co/XMIGIN5j,NimbleCommerce,neutral,10,11
"@leonbolier Heard you gonna play in Kiev soon . Will you make us any surpises in your set ? Denis Borisenko , Kiev , Ukraine .",Denis Borisenko,neutral,19,21
"http://t.co/lpyUZ4wO Android Market checks out , Google Play moves in http://t.co/GwmKcsaB http://t.co/lpyUZ4wO",Android,neutral,1,2
"http://t.co/lpyUZ4wO Android Market checks out , Google Play moves in http://t.co/GwmKcsaB http://t.co/lpyUZ4wO",Google,neutral,6,7
Cheap Tickets To : Cox appreciates Pujols' value to game http://cheapticketsto.net/cox-appreciates-pujols-value-to-game/,Cox,neutral,4,5
Cheap Tickets To : Cox appreciates Pujols' value to game http://cheapticketsto.net/cox-appreciates-pujols-value-to-game/,Pujols',neutral,6,7
Fox Weathering Rough Fall TV Season http://bit.ly/bAzy2m 1 : O,Fox,neutral,0,1
http://bit.ly/aaRbLw Craft Utopia blog ~ Long awaited Die Cuts by Design House have die cut decoupage,Design House,positive,10,12
Get your family member out of jail . We can help you . Bailing Service Riverside CA . http://t.co/tRnwqMl,Bailing Service,neutral,13,15
"I created group College Of Engineering , Poonjar on Linkedin . : http://lnkd.in/MBbVcv",College Of Engineering,positive,3,6
"I created group College Of Engineering , Poonjar on Linkedin . : http://lnkd.in/MBbVcv",Linkedin,positive,9,10
"New blog post , Mark Huffman @ HCC This Sunday - http://t.co/QpjlzH7x",Mark Huffman,neutral,4,6
"New blog post , Mark Huffman @ HCC This Sunday - http://t.co/QpjlzH7x",HCC,neutral,7,8
Heineken Launches New Online Video Campaign 'Men With Talent' - http://t.co/mg1VZTJl http://t.co/mVqgcuXK via @socialtimes,Heineken,neutral,0,1
"Hey NASCAR fans , the 2011 racing season concludes with the NASCAR Sprint Cup Series Pure Michigan 400 . http://t.co/W7I1EA8",NASCAR,positive,1,2
"Hey NASCAR fans , the 2011 racing season concludes with the NASCAR Sprint Cup Series Pure Michigan 400 . http://t.co/W7I1EA8",NASCAR,neutral,11,12
I am glad you are letting Herman Cain diappear of his on doing .,Herman Cain,neutral,6,8
Free Videos Honoring Women of Courage - Hillary Clinton and Michelle Obama honor the achievements of women at the 10 ... http://ow.ly/1bFMm1,Hillary Clinton,positive,7,9
Free Videos Honoring Women of Courage - Hillary Clinton and Michelle Obama honor the achievements of women at the 10 ... http://ow.ly/1bFMm1,Michelle Obama,positive,10,12
We started testing Twitter on the PG website .,Twitter,neutral,3,4
Twitter remembers the top stories of 2011 http://t.co/TQd0tTF5 via @CNET,Twitter,neutral,0,1
"Steve Jobs , Apple co-founder , dies aged 56 http://t.co/1LBL6hnD",Steve Jobs,neutral,0,2
"Steve Jobs , Apple co-founder , dies aged 56 http://t.co/1LBL6hnD",Apple,neutral,3,4
"Gadget Update : Distro Issue 31 : Tales from the South Pacific , Apple's new iPad and the Woz",Apple's,neutral,13,14
I posted a new photo to Facebook http://t.co/hQ3PSuh8,Facebook,neutral,6,7
Official RIM statement regarding NFC on new devices - If you've already read our BlackBerry Bold 9930 review ( if yo ... http://t.co/CbfduSh,RIM,neutral,1,2
Take a look at our selection or custom create your own hair bow . www.bayoubows.com #hair #bows,www.bayoubows.com,positive,14,15
"Obama May Back Hiring Credit , Construction Spending to Spur Jobs â?? BusinessWeek http://t.co/PCBJYSw",Obama,positive,0,1
"Obama May Back Hiring Credit , Construction Spending to Spur Jobs â?? BusinessWeek http://t.co/PCBJYSw",BusinessWeek,neutral,12,13
In The Next Few Weeks Android 3.2 Honycomb Update for Verizon Motorola Xoom : It seems that a owners of a Verizon ... http://bit.ly/qkCkDj,Verizon,positive,10,11
In The Next Few Weeks Android 3.2 Honycomb Update for Verizon Motorola Xoom : It seems that a owners of a Verizon ... http://bit.ly/qkCkDj,Motorola,neutral,11,12
In The Next Few Weeks Android 3.2 Honycomb Update for Verizon Motorola Xoom : It seems that a owners of a Verizon ... http://bit.ly/qkCkDj,Verizon,neutral,21,22
Have you heard about the latest Forex Robots ? http://tinyurl.com/ydkgycv,Forex,neutral,6,7
.. I don't do business from my FB profile . The photos aren't a negative portrayal - they just show I didn't spend my weekend working ! Urgh !,FB,neutral,7,8
Ploughshare s: The Geometry of God http://bit.ly/bBTYVS,Ploughshare s:,neutral,0,2
"Rudyard Kipling IF poem # 7 If you can bear to hear the truth you've spoken Twisted by knaves to make a trap for fools ,",Rudyard Kipling,neutral,0,2
Andy Dufresne .. who crawled through a river of shit and came out clean on the other side . Andy Dufresne ... headed for the Pacific .,Andy Dufresne,neutral,0,2
Andy Dufresne .. who crawled through a river of shit and came out clean on the other side . Andy Dufresne ... headed for the Pacific .,Andy Dufresne,positive,19,21
"Job opportunity : Sr . Software Engineer ( Mac ) -- Cool Gad at Mark/Space , Inc . - San Francisco Bay Area #jobs http://t.co/XG2psp5b","Mark/Space , Inc",positive,14,17
Movie Review : 'Jack and Jill' - Conway Daily Sun : Patriot-NewsMovie Review : 'Jack and Jill'Conway Daily SunÃ¢Â?Â?Ja ... http://t.co/N7xEGdHb,'Jack,neutral,3,4
Movie Review : 'Jack and Jill' - Conway Daily Sun : Patriot-NewsMovie Review : 'Jack and Jill'Conway Daily SunÃ¢Â?Â?Ja ... http://t.co/N7xEGdHb,Jill',neutral,5,6
Movie Review : 'Jack and Jill' - Conway Daily Sun : Patriot-NewsMovie Review : 'Jack and Jill'Conway Daily SunÃ¢Â?Â?Ja ... http://t.co/N7xEGdHb,Conway Daily Sun,neutral,7,10
"'Dancing With the Star s': First Perfect Scores Pro dancer Tony Dovolani discusses the performances from ""Guilty Pleasure http://tiny.ly/nA8i",Tony Dovolani,neutral,10,12
I liked a @YouTube video from @BernardAARTS http://youtu.be/UtnnweoSeYI?a BUSINESS IN BRAZIL - MARCIA SHORT - CORACAO DE,MARCIA SHORT,neutral,12,14
Time ticking for Assad in Syria - Turkey's Erdogan : http://t.co/PbgZydxk,Assad,negative,3,4
Time ticking for Assad in Syria - Turkey's Erdogan : http://t.co/PbgZydxk,Erdogan,neutral,8,9
"$ 150 for dye/highlight , cut plus treatment ... Cheap ! i like uncle gan and aunti robelle :) http://t.co/823mO26C",uncle gan,positive,13,15
"$ 150 for dye/highlight , cut plus treatment ... Cheap ! i like uncle gan and aunti robelle :) http://t.co/823mO26C",aunti robelle,positive,16,18
Look On Facebook @ Alpha Rain Roofing for pictures of 30 % energy Savings metal roof installation ! http://bit.ly/ahNraj,Facebook,neutral,2,3
http://t.co/LSmoZsXl WKU baseball opens doubleheader with 5-2 win over Kent State : Junior catcher Ryan Huck blast ... http://t.co/KsaZfiqU,Ryan Huck,neutral,14,16
@georgegalloway @yvonneridley 'I lied about WMD to topple Saddam' http://gu.com/p/2n5ky/tw,@georgegalloway,negative,0,1
@georgegalloway @yvonneridley 'I lied about WMD to topple Saddam' http://gu.com/p/2n5ky/tw,Saddam',neutral,8,9
"I posted 10 photos on Facebook in the album ""On Assignment | Bangkok floods"" http://t.co/l3pAMNTW",Facebook,neutral,5,6
"I posted 10 photos on Facebook in the album ""On Assignment | Bangkok floods"" http://t.co/l3pAMNTW",Bangkok,neutral,12,13
Check out this facebook page ! http://t.co/tbTrZDJi via @AddThis,facebook,neutral,3,4
An Asian sustained serious head and chest injuries after being hit while crossing the road in Budaiya,Asian,neutral,1,2
kannan and velmurugan took me back to the last college days #thank you very much,kannan,positive,0,1
kannan and velmurugan took me back to the last college days #thank you very much,velmurugan,positive,2,3
Relaxing under all conditions | The Bowen Health Blog http://t.co/4oowAwF via @bowencollege,Bowen Health,neutral,6,8
iPhone 4S Upgrade on AT & T Claims to Add 4G Service â?? But Does It ? : If you download iOS 5.1 onto your AT & T iPh ... http://t.co/Sfy6gNdS,AT & T,neutral,4,7
I feel ashamed to live in a society in which a great man like Kanuda had to commit suicide at the age of 78,Kanuda,positive,14,15
Tech Rewar d: Consumer New s: Get a Free Apple iPhone 4 ! Details Apply http://t.co/LUx1L9c,Apple,neutral,9,10
Could iPad be sold out by early afternoon Saturday ? - USATODAY.com http://ow.ly/1tUqH,USATODAY.com,neutral,11,12
The NEW Twitter Toolbar has Twitter's Trending Topics ! Download and RT to win an ipad ! http://twitbar.net,Twitter,neutral,2,3
The NEW Twitter Toolbar has Twitter's Trending Topics ! Download and RT to win an ipad ! http://twitbar.net,Twitter's,positive,5,6
@Amandasadd not bad ! Welcome to twitter its a great place !,twitter,positive,6,7
Twitter Advertising Has Never Been Easier . Learn How To Automate Your Twitter Account And Make Money Today ! http://bit.ly/8y9szq,Twitter,positive,0,1
Twitter Advertising Has Never Been Easier . Learn How To Automate Your Twitter Account And Make Money Today ! http://bit.ly/8y9szq,Twitter,neutral,12,13
Want to win a $ 100 KINKI voucher ? Tag KINKI in your best NYE photos ( on facebook ) & garner the most 'likes' by the 11th of Jan to win !,KINKI,neutral,6,7
Want to win a $ 100 KINKI voucher ? Tag KINKI in your best NYE photos ( on facebook ) & garner the most 'likes' by the 11th of Jan to win !,KINKI,neutral,10,11
Want to win a $ 100 KINKI voucher ? Tag KINKI in your best NYE photos ( on facebook ) & garner the most 'likes' by the 11th of Jan to win !,NYE,positive,14,15
Want to win a $ 100 KINKI voucher ? Tag KINKI in your best NYE photos ( on facebook ) & garner the most 'likes' by the 11th of Jan to win !,facebook,neutral,18,19
Free Shaklee Membership when you buy the Earth Day Healthy Home Pack for $ 30 . http://tiny.ly/gjNT,Shaklee,neutral,1,2
Alfie Allen and Jaime Winstone split after 3 years and this time it's for good .,Alfie Allen,neutral,0,2
Alfie Allen and Jaime Winstone split after 3 years and this time it's for good .,Jaime Winstone,neutral,3,5
"I posted 4 photos on Facebook in the album ""People"" http://fb.me/YM7y9xEA",Facebook,neutral,5,6
On Faith Panelists Blog : Thank goodness for Christopher Hitchens ! - Daniel C . Dennett http://bit.ly/9cjJVn,Christopher Hitchens,positive,8,10
On Faith Panelists Blog : Thank goodness for Christopher Hitchens ! - Daniel C . Dennett http://bit.ly/9cjJVn,Daniel C . Dennett,neutral,12,16
http://finance.yahoo.com/q?s=APRM.PK - Everyone buy this stock APRM - retweet,APRM,positive,6,7
Check this video out -- What is CrossFit ? full commercial by CrossFit by Overload http://t.co/Txkevar1 via @youtube,http://t.co/Txkevar1,neutral,15,16
"Sometimes by Bessie Jones , from #SoundHound http://t.co/ufnN7OiJ",Bessie Jones,neutral,2,4
good research in #Arabic #national #geographic mag about the UAE civilizations & tombs dating back to 5000 yrs ago .,#national #geographic mag,positive,4,7
"""Develop a passion for learning . If you do , you will never cease to grow."" Anthony J . D'Angelo #quote",Anthony J . D'Angelo,neutral,16,20
"Boston Professor Hails Obama for Declaring War on Deficits . Wait , What ? http://bit.ly/hxymv4",Obama,negative,3,4
You're not one of the 1.5B :o) RT @ShannaNews @KushiNBCSD how can Santa wrap my present when I don't even know what I want ? ! ;) #mindreader,@ShannaNews,neutral,8,9
You're not one of the 1.5B :o) RT @ShannaNews @KushiNBCSD how can Santa wrap my present when I don't even know what I want ? ! ;) #mindreader,@KushiNBCSD,neutral,9,10
You're not one of the 1.5B :o) RT @ShannaNews @KushiNBCSD how can Santa wrap my present when I don't even know what I want ? ! ;) #mindreader,Santa,positive,12,13
"EID Mubarak for every one , enjoy the vacation ....",Mubarak,neutral,1,2
ClixSense is one of the oldest and most trusted PTC ( Paid To Click ) websites online .... Big Money For All ... http://fb.me/sNkNDtT5,ClixSense,positive,0,1
"Check out this job on BeLinked ! , Office Coordinator ( http://t.co/i0zmvWXR)",BeLinked,positive,5,6
"I posted 8 photos on Facebook in the album ""36th JKF Goju Kai Tournament 2010"" http://fb.me/INaFpZSb",Facebook,neutral,5,6
"Beliebers and Selenators ""working together"" . My Ass , Working Together against one person ? Pussies .",Beliebers,negative,0,1
"Beliebers and Selenators ""working together"" . My Ass , Working Together against one person ? Pussies .",Selenators,negative,2,3
I just voted for http://introutsugar.wordpress.com/ at Deutsche Welle Blog Awards http://thebobs.com #thebobs,Deutsche Welle,neutral,6,8
@chutche6 Thanks Cynthia . We're glad you enjoyed our book .,Cynthia,positive,2,3
Anyone else get hit with that Facebook phishing/password virus ? I almost got it but hubby stopped it before any damage was caused .,Facebook,neutral,6,7
Anyone else get hit with that Facebook phishing/password virus ? I almost got it but hubby stopped it before any damage was caused .,hubby,positive,15,16
Check out Dell on Google+ ! RT @Dell Google+ Pages are live ! See our Dell page here http://t.co/oNO0l22x,Dell,neutral,2,3
Check out Dell on Google+ ! RT @Dell Google+ Pages are live ! See our Dell page here http://t.co/oNO0l22x,Google+,neutral,4,5
Check out Dell on Google+ ! RT @Dell Google+ Pages are live ! See our Dell page here http://t.co/oNO0l22x,Dell,positive,15,16
â?? @ MannyPacquiao : Jeremy Lin has stepped up just in the Knick of time . He is a great player . @JLin7 â?? // you didnt win the fight #Iremember,Jeremy Lin,positive,4,6
"News . Here I earn on FOREX , indexes and raw actives ... I stake on Bettings , I recommend , high profit\\\/// ... http : //t.co/4PuSDxw",FOREX,positive,6,7
"News . Here I earn on FOREX , indexes and raw actives ... I stake on Bettings , I recommend , high profit\\\/// ... http : //t.co/4PuSDxw",Bettings,positive,16,17
I liked a @YouTube video http://t.co/zQzJiUj5 Dash Berlin feat Emma Hewitt - Waiting ( Official Music V,Dash Berlin,positive,6,8
I liked a @YouTube video http://t.co/zQzJiUj5 Dash Berlin feat Emma Hewitt - Waiting ( Official Music V,Emma Hewitt,positive,9,11
"Portland entrepreneurs switch to cloud computing , talk with Microsoft's Cindy ... : Imagination Yoga shift ... http://t.co/IwR2BdJM #cloud",Microsoft's,neutral,9,10
"Portland entrepreneurs switch to cloud computing , talk with Microsoft's Cindy ... : Imagination Yoga shift ... http://t.co/IwR2BdJM #cloud",Cindy,neutral,10,11
""" @ BrianCarriveau : Mason Crosby's 633 career points is the most in NFL history by a player in his first five seasons."" AMAZING !!!",Mason Crosby's,positive,4,6
""" @ BrianCarriveau : Mason Crosby's 633 career points is the most in NFL history by a player in his first five seasons."" AMAZING !!!",NFL,neutral,13,14
"#039 http://t.co/MPm4zhc I cant find a photo by John Lennon Yoko Ono . Hes laying on her in a bed , if you have the photo , please ...",John Lennon,neutral,8,10
"#039 http://t.co/MPm4zhc I cant find a photo by John Lennon Yoko Ono . Hes laying on her in a bed , if you have the photo , please ...",Yoko Ono,neutral,10,12
"Fomny Watch cnn English News international live online world tv tv links , cnn breaking headline news http://t.co/fvifQwm via @AddThis",cnn,neutral,2,3
"Fomny Watch cnn English News international live online world tv tv links , cnn breaking headline news http://t.co/fvifQwm via @AddThis",cnn,neutral,13,14
AlArabia : The signing of the operational mechanism of the Gulf initiative Tuesday in Riyadh,AlArabia,neutral,0,1
""" @ HindAlmarzooqi : Work eight hours and sleep eight hours and make sure that they are not the same hours :p wat abt the remaining 8 hours ?",HindAlmarzooqi,neutral,2,3
"Just watched ""An Evening of Poetry"" online from the Whitehouse with performances from Jill Scott and Common . http://1.usa.gov/mFUFEr",Jill Scott,neutral,13,15
In the World of Facebook - The New York Review of Book s: http://www.nybooks.com/articles/23651 via @addthis,Facebook,neutral,4,5
In the World of Facebook - The New York Review of Book s: http://www.nybooks.com/articles/23651 via @addthis,New York Review,neutral,7,10
"On page 221 of 470 of Before I Fall , by Lauren Oliver http://t.co/3Gs1zHe3",Lauren Oliver,neutral,11,13
@turtlettt from Apple account can see dhl link ?,Apple,neutral,2,3
"Millennium Tutors Kansas City , MO Use promocode for an additi http://t.co/ArAIPukr KansasCity Test Preparation & Tutoring Services #coupon",Millennium Tutors,neutral,0,2
I think IRL drivers are more accessible than NASCAR drivers . My most exciting sighting was Rick Mears,IRL,positive,2,3
I think IRL drivers are more accessible than NASCAR drivers . My most exciting sighting was Rick Mears,NASCAR,neutral,8,9
"http://t.co/afaZDxK8 gee - thanks for the pick me up , Stephen .",Stephen,neutral,10,11
Really loving the aston martin face ! RT @designfabulous : Ford Focus EV ; Better looking than the Leaf . http://t.co/ZojZ7IkC,Ford,positive,10,11
"Save Upto $ 500 on TONY ROBBINS Unleash the Power Within LIVE IN FLORIDA ! March 24-27 , 2011 - ORDER NOW ! http://sns.mx/GfbDy2",TONY ROBBINS,positive,5,7
State NAACP endorses â?? parent trigger â?? | Thoughts on Public Education http://bit.ly/bGrW2o #CAeducation,NAACP,neutral,1,2
A Personal Tour Of The Build-a-Bear Workshop http://t.co/HkpznUDF,Build-a-Bear Workshop,neutral,5,7
"Hadeh RT @pacificplace : Latest updates from @BlackBerryID : No QUEUEING of Blackberry 9790 tonight , ( cont ) http://t.co/slaNhfb8",Blackberry,neutral,12,13
"New Today : Sunshine Kids Insect Net For Strollers and Carriers , White , Breathable mesh fabric protects baby from ... http : //t77.us/29y1clrawv",Sunshine Kids,neutral,3,5
nasa aliens - Get Colon health information and how to support your colon with detox diets - nasa aliens http://goo.gl/kmag3,nasa,neutral,0,1
nasa aliens - Get Colon health information and how to support your colon with detox diets - nasa aliens http://goo.gl/kmag3,nasa,neutral,17,18
@theresaljx @gerrxgerry I'll do the flip table meme . Haha,@theresaljx,positive,0,1
@theresaljx @gerrxgerry I'll do the flip table meme . Haha,@gerrxgerry,neutral,1,2
See you all tonight at 7 : 30 PM at Cinemagic for NOV 17 | GCFF 2011 Double Screening : Sun Come Up ( short film ) and ... http://t.co/Q3i3pIvb,GCFF,neutral,15,16
EuroMillions Lottery Results for Tuesday 6 December 2011 : http://t.co/f6zxacO7 #euromillions #lotto #results,EuroMillions,neutral,0,1
K Williams Brown is spreading beehive love all over downtown . 7 in the first hour . World record in the making ? #salemor http://t.co/b9OMqKr,K Williams Brown,positive,0,3
Aidin is beginning to take steps . It's so awesome to see my little bug grow .,Aidin,positive,0,1
Top Gear loses ever more credibility in selecting their 2012 car of the year just to have a dig at # Tesla . Makes no sense otherwise .,Top Gear,negative,0,2
Top Gear loses ever more credibility in selecting their 2012 car of the year just to have a dig at # Tesla . Makes no sense otherwise .,Tesla,negative,21,22
The 2011 Global Icon Is ... Queen ! http://t.co/3syAX428,Queen,positive,6,7
"Shop Amazon Here . Sony Products , Music , Music Downloads , Electronics , You name it . spon http://tinyurl.com/3rzxmem",Amazon,positive,1,2
"Shop Amazon Here . Sony Products , Music , Music Downloads , Electronics , You name it . spon http://tinyurl.com/3rzxmem",Sony,neutral,4,5
Nokia Lumia 900 â?? First Hands-On Video http://t.co/tOAqzPYj,Nokia,neutral,0,1
Martha Stewart's Perfect Baked Macaroni & Cheese - Food on Shine http://t.co/cVktKYl7,Martha Stewart's,positive,0,2
The Kobe Bryant Daily is out ! http://t.co/0Bzf2vCc â?¸ Top stories today via @latimeslakers,Kobe Bryant,neutral,1,3
Independent Research Network News is out ! http://t.co/KU5k7aHe,Independent Research Network News,neutral,0,4
Just listed myself in the http://localtweeps.com local Twitter directory in ZIP 28202,Twitter,neutral,7,8
Check this video out -- Ivan Kupala's Brovi Russian folk song which sounds like Malayalam http://t.co/BE5kqJUi via @youtube,Ivan Kupala's,neutral,5,7
"Five Mobile Tips for Marketers , Who Mostly Didn't Attend Barcelona Congress via @AdAge http://t.co/ZG3lFcaZ",Barcelona Congress,neutral,10,12
LET Get FREE MORE TWITTER FOLLOWERS ! http://tinyurl.com/26k6m3l,TWITTER,neutral,4,5
"O you who believe ! Be careful of ( your duty to ) Allah and relinquish what remains ( due ) from usury , if you are believers . ( AQ2 : 278 )",Allah,positive,13,14
"I'd like to share this book with you . De ja-sprong by Tilroe , Anna . #iBookshelf","Tilroe , Anna",neutral,12,15
"Gadget Update : Acer brings five monitors to the US , prices range from $ 139 to $ 329",Acer,neutral,3,4
Disobey Putin anti-election protest in Moscow - @Demotix News http://t.co/M9OjYA5F,Putin,negative,1,2
Mother of lost trawlerman died a few hours before he drowned - National News - Independent.ie http://t.co/QgSSSGx7,National News,neutral,12,14
The world will always have its APPLE . I will always have my Mac . RIP Steve Jobs .,APPLE,positive,6,7
The world will always have its APPLE . I will always have my Mac . RIP Steve Jobs .,Steve Jobs,positive,16,18
Renewable energy will benefit Kingston Springs busine ss: USDA Rural Development business programs administrator ... http://t.co/vWAUyU0s,USDA Rural Development,neutral,8,11
Chelsea Summer s: Hot housewife Chelsey Summers can â?? t think of a single reason why being sexy is a bad thing . The ... http://t.co/scU1N5l7,Chelsea Summer s:,positive,0,3
Chelsea Summer s: Hot housewife Chelsey Summers can â?? t think of a single reason why being sexy is a bad thing . The ... http://t.co/scU1N5l7,Chelsey Summers,positive,5,7
"@nirvanaelhaddad thermal properties , like ""the north face"" check it out on the internet ! ""North Face outdoor clothes"" !","""North Face",positive,15,17
"Qualcomm ups dividend , approves up to $ 4B buyback : Mobile phone chip-maker Qualcomm Inc . sa ... http://t.co/fcPJDhhq http://t.co/FiSmxplN",Qualcomm,neutral,0,1
"Qualcomm ups dividend , approves up to $ 4B buyback : Mobile phone chip-maker Qualcomm Inc . sa ... http://t.co/fcPJDhhq http://t.co/FiSmxplN",Qualcomm Inc,neutral,14,16
"I posted 5 photos on Facebook in the album ""1st Rain at Huab Lodge & BushSPA"" http://t.co/BO4pH1xu",Facebook,neutral,5,6
Check out this entry to become Greyson Chance â?? s ProtÃ©gÃ© . #BBMchallenge http://t.co/l46om84o,Greyson Chance,neutral,6,8
"Dell Ultrabook 90 % alike MB-Air , Corporate User shall happy ! , ""Intel Ivy Bridge chip delayed , Windows 8 in September http://t.co/irQDIt39""",Dell,neutral,0,1
"Dell Ultrabook 90 % alike MB-Air , Corporate User shall happy ! , ""Intel Ivy Bridge chip delayed , Windows 8 in September http://t.co/irQDIt39""","""Intel",neutral,13,14
"I just joined Remove the PAGE ""ALLAH IS A CRIMINAL"" on @causes ! http://t.co/Ttkew8p","""ALLAH",negative,6,7
I unlocked the Marvel's The Avengers Coming Soon sticker on @GetGlue ! http://t.co/ejCXgqFZ,Marvel's,positive,3,4
"Share ideas , ask questions , and be part of our City ! Join Mayor Boudreau at Coffee Hours this month . Details @ http://t.co/xxZmzA5n",Mayor Boudreau,positive,14,16
Veteran writer Anis Mansour succumbs to pneumonia at 87 - Politics - Egypt - Ahram Online http://t.co/NEgKZvMi,Anis Mansour,neutral,2,4
Veteran writer Anis Mansour succumbs to pneumonia at 87 - Politics - Egypt - Ahram Online http://t.co/NEgKZvMi,Ahram Online,neutral,14,16
How miidas Did It - How to Relocate to or in the UK | eHow.com http://t.co/yJTNPLR via @AddThis,eHow.com,neutral,14,15
"CM # Jayalalitha , scrap the Kudankulam #Nuclear Plant now ! http://t.co/wzgKM53z via @greenpeaceindia",Jayalalitha,neutral,2,3
